Arable land,Paddy yield,Milled production,Rice exports,Fertilizer usage,Rice area,Paddy Production,Rice imports,Total rice consumption,GDP,Population
670,1.22,541.13,,0.3,664.77,811.28,65.46,627.23,48,2762265
700,1.23,544.83,,0.29,664.79,816.83,82.22,639.56,50,2840841
720,1.33,589.3,,0.28,664.8,883.51,67.94,665.53,56,2919287
740,1.32,603.44,,0.27,685.9,904.71,50.52,676.04,62,2990965
750,1.34,606.97,,0.13,680,910,22.21,687.15,70,3051577
760,1.26,440.85,,0.13,524.56,660.94,45,657.62,75,3098973
770,1.23,462.03,,0.13,561.1,692.7,100,684.36,77,3135842
775,1.25,482.78,,0.09,578.5,723.8,135,655.08,83,3168843
780,1.26,578.25,,0.15,689.3,866.94,115,661.62,87,3207328
780,1.44,702.42,,5.13,732.05,"1,053.10",1,695.75,596,3258144
780,1.55,770.16,,5.13,745.06,"1,154.66",50,714.58,342,3323366
785,1.48,728.6,,0.33,736.81,"1,092.35",18,726.37,334,3401191
785,1.59,734.09,,0.71,694.35,"1,100.59",26.5,731.31,596,3489903
790,2.02,881.17,,0,655.1,"1,321.10",38,767.78,831,3586316
792,2.1,930.58,,2.53,663.49,"1,395.18",6.8,819.19,1017,3687898
793,2.26,966.68,,0,641.63,"1,449.30",4.03,849.99,692,3794198
793,2.23,805.17,,0.63,542.02,"1,207.16",2.1,840.86,474,3905530
795,1.91,669.26,,0.38,524.83,"1,003.39",3.76,784.61,300,4020811
795,2.36,936.54,,0.38,596.16,"1,404.10",5.62,876.08,360,4138845
799,2.29,994.83,,1.88,650.3,"1,491.50",4.24,910.61,414,4258472
799,2.2,816.3,,3.19,556.88,"1,223.83",26.1,912.01,474,4379236
799,2.66,"1,002.08",,4.24,565.75,"1,502.36",7.01,965.4,528,4500351
799,2.27,834.17,,3.75,551.71,"1,250.63",5.71,962.8,578,4619944
822,2.58,"1,051.87",,2.18,610.96,"1,577.02",16.45,"1,014.58",654,4735845
828,2.53,945.69,,7.48,559.9,"1,417.83",15.94,"1,018.99",742,4846483
824,2.55,942.8,,4.61,553.74,"1,413.50",26.73,"1,039.22",754,4951195
854,2.76,"1,107.22",,9.09,601.29,"1,660.00",19.93,"1,107.14",696,5050315
862,2.71,"1,116.89",,5.29,617.54,"1,674.50",40.58,"1,162.01",259,5144602
877,2.93,"1,402.58",,11.29,717.58,"2,102.82",4.71,"1,272.19",270,5235346
920,3.06,"1,468.53",,6.52,719.37,"2,201.70",13.69,"1,372.59",323,5323700
970,3.13,"1,557.24",,12.66,746.78,"2,334.70",21.97,"1,381.57",325,5409582
"1,015.00",3.27,"1,611.80",,,738.1,"2,416.50",26.4,"1,418.82",336,5493246
"1,060.00",3.14,"1,584.19",,,756.32,"2,375.10",23.56,"1,432.51",405,5576640
"1,105.00",3.28,"1,686.84",,,770.32,"2,529.00",32.86,"1,501.04",468,5662208
"1,150.00",3.49,"1,712.86",,,736.02,"2,568.00",22.33,"1,604.28",530,5751676
"1,200.00",3.59,"1,776.69",,,742.9,"2,663.70",17.3,"1,684.75",670,5846074
"1,240.00",3.72,"1,807.60",,,727.86,"2,710.05",24.63,"1,723.82",800,5944948
"1,290.00",3.78,"1,980.93",,,786.26,"2,969.91",23.73,"1,862.80",984,6046620
"1,360.00",3.84,"2,097.58",,,818.56,"3,144.80",43.04,"1,956.44",1046,6148623
"1,400.00",3.59,"2,048.12",,,855.11,"3,070.64",42.77,"1,984.50",1201,6249165
"1,428.00",3.75,"2,044.86",,,817.25,"3,065.76",17.07,"2,008.26",1412,6347567
"1,450.00",3.74,,,,933.77,"3,489.21",13.06,,1582,6444530
"1,489.00",3.83,,,,891.19,"3,414.56",10.93,,1831,6541304
,4.18,,,,957.84,"4,002.42",,,1998,6639756
"1,043.70",2.47,"1,211.89",1.56,164.09,734.53,"1,816.92",235.43,"1,496.49",384,11062433
"1,060.20",2.4,"1,225.49",14.23,201.68,766.18,"1,837.32",213.07,"1,478.56",445,11324277
"1,069.70",2.63,"1,320.62",10.87,250.02,751.64,"1,979.94",298.5,"1,560.58",661,11592638
"1,057.50",2.83,"1,397.36",0.05,213.84,740,"2,095.00",333.77,"1,621.93",800,11871104
"1,085.40",2.66,"1,332.00",0,228.51,750.34,"1,997.00",146,"1,588.12",765,12162187
"1,065.40",2.72,"1,330.66",0,280.5,733,"1,995.00",210.28,"1,575.70",886,12468689
"1,095.40",2.63,"1,265.97",,292.22,723,"1,898.00",283.32,"1,461.61",1027,12790312
"1,095.00",2.57,999.17,0.01,336.62,583,"1,498.00",407.02,"1,484.55",1247,13122839
"1,110.30",2.84,"1,397.36",,391.25,738,"2,095.00",238.09,"1,602.72",1576,13460031
"1,102.70",2.85,"1,363.75",0.2,410.81,716.8,"2,044.60",167.59,"1,600.51",1927,13798085
"1,090.00",2.84,"1,347.27",0.02,367.06,711,"2,019.90",316.66,"1,645.80",1920,14134058
"1,048.40",2.76,"1,256.36",10.38,422.36,682,"1,883.60",403.04,"1,608.81",2006,14471211
"1,043.70",2.6,"1,156.80",0,471.4,666,"1,734.32",358.26,"1,529.79",2190,14819424
"1,001.80",2.52,"1,048.31",10.14,645.84,624,"1,571.67",436.52,"1,507.54",2420,15192298
"1,037.00",2.66,"1,164.16",2,601.16,654.97,"1,745.37",428.02,"1,390.64",2154,15598927
"1,036.40",2.64,"1,146.05",0.92,635.18,650.88,"1,718.22",191.18,"1,420.09",1864,16043731
"1,033.00",2.47,"1,085.01",1.53,723.72,658.95,"1,626.70",196.51,"1,415.36",2070,16522000
"1,031.90",2.53,"1,131.39",5,859.68,671.76,"1,696.24",283.88,"1,421.20",2214,17022465
"1,014.00",2.63,"1,162.88",0.07,880.57,664.14,"1,743.44",367.73,"1,486.49",2381,17528961
"1,019.70",2.77,"1,257.28",0.11,891.93,680.65,"1,884.98",330.34,"1,603.50",2586,18029824
"1,018.00",2.82,"1,284.88",0.68,924.36,683.64,"1,926.35",399.89,"1,601.22",2885,18519937
"1,004.80",2.99,"1,342.49",0.13,960.29,672.75,"2,012.73",444.18,"1,761.59",3379,19002656
"1,002.70",3.03,"1,403.67",0.13,"1,028.22",693.43,"2,104.45",389.2,"1,792.28",3717,19484898
998.3,3.06,"1,426.57",1.16,"1,159.27",698.62,"2,138.79",340.78,"1,867.78",4028,19977500
986.7,3.16,"1,418.89",2.42,"1,106.72",672.79,"2,127.27",427.56,"1,898.10",4678,20487607
993.3,3.25,"1,486.40",0.12,"1,138.63",685.47,"2,228.49",577.63,"1,954.66",5176,21017613
985.7,3.07,"1,413.78",0.07,"1,270.16",690.98,"2,119.61",630,"2,002.29",5012,21562793
966.9,2.88,"1,296.81",2.09,"1,454.13",674.4,"1,944.24",657.87,"2,064.41",3520,22114654
951,2.94,"1,358.44",0.11,"1,392.01",692.39,"2,036.64",612.47,"2,083.16",3763,22661298
951.3,3.06,"1,427.91",0.1,"1,249.11",698.7,"2,140.80",595.58,"2,072.46",4348,23194257
913.9,3.11,"1,397.36",0.15,"1,237.25",673.6,"2,095.00",525,"2,016.78",4189,23709119
922.1,3.24,"1,465.63",2.7,"1,177.02",678.5,"2,197.35",496.1,"1,922.98",4442,24208391
911.9,3.36,"1,505.42",8.79,"1,304.13",671.8,"2,257.00",368.26,"1,977.07",4740,24698819
918,3.33,"1,510.09",8.23,"1,627.81",680.7,"2,264.00",522.44,"2,056.91",5245,25190652
957.6,3.42,"1,543.44",5.39,"1,457.35",676.2,"2,314.00",583.65,"2,251.41",5679,25690611
926.7,3.39,"1,458.73",4.47,"1,662.10",645,"2,187.00",820.48,"2,258.30",6353,26201961
935.5,3.53,"1,584.12",0.22,"1,836.52",673.24,"2,375.00",778.89,"2,337.22",7483,26720370
920.9,3.58,"1,569.45",0.91,"2,026.90",656.6,"2,353.00","1,106.74","2,547.23",8769,27236006
928,3.72,"1,674.87",0.56,"1,493.91",674.93,"2,511.04","1,086.62","2,774.38",7545,27735040
931,3.64,"1,644.04",0.41,"2,119.90",677.88,"2,464.83",930.58,"2,707.36",9047,28208035
954,3.75,"1,718.18",0.66,"2,241.37",687.52,"2,575.99","1,031.03","2,841.56",10398,28650955
950,3.8,,0.92,"1,637.35",684.54,"2,599.38","1,005.42",,10807,29068159
954,3.88,,10.76,"1,726.62",671.68,"2,603.65",889.82,,10852,29468872
,3.84,,,,689.73,"2,645.12",,,11165,29866559
"1,953.00",1.95,"1,563.33",227.5,4.08,"1,200.76","2,343.83",,"1,252.13",72,12323982
"2,055.00",1.76,"1,340.97",130,5.17,"1,140.15","2,010.45",,"1,237.96",81,12583140
"2,165.00",1.97,"1,611.51",292.5,5.71,"1,227.03","2,416.05",,"1,294.20",76,12852206
"2,180.00",1.98,"1,635.66",58.5,5.83,"1,239.85","2,452.27",,"1,310.80",93,13131260
"2,195.00",2.07,"1,737.37",99.97,5.59,"1,255.80","2,604.75",,"1,308.33",117,13420369
"2,210.00",1.89,"1,591.64",107.19,6.73,"1,261.62","2,386.27",,"1,373.38",106,13719471
"2,225.00",1.81,"1,522.38",88.33,7.85,"1,264.06","2,282.43",,"1,465.64",99,14028536
"2,240.00",1.85,"1,560.30",31.97,8.28,"1,262.65","2,339.28",,"1,510.02",112,14347641
"2,255.00",1.64,"1,373.97",44.76,9.29,"1,254.24","2,059.93",,"1,474.88",126,14676929
"2,270.00",1.93,"1,643.70",7.32,9.89,"1,275.52","2,464.31",,"1,536.86",132,15016402
"2,288.00",1.97,"1,707.57",29.54,10.41,"1,296.53","2,560.08",22.32,"1,613.56",151,15367230
"2,291.60",1.45,"1,222.36",34.82,13.65,"1,264.84","1,832.62",27.28,"1,503.54",149,15729431
"2,295.20",2.07,"1,838.91",2.65,16.25,"1,334.20","2,756.98",33.48,"1,738.93",159,16100617
"2,298.80",1.97,"1,807.19",18.11,18.91,"1,376.86","2,709.43",12.36,"1,841.80",164,16477473
"2,302.40",2.02,"1,870.60",59.08,18.85,"1,391.04","2,804.49",7.41,"1,863.33",167,16858310
"2,306.00",1.78,"1,582.14",20.19,19.54,"1,333.36","2,372.02",4.97,"1,783.49",178,17239673
"2,309.60",2.1,"1,988.85",2.27,23.46,"1,423.29","2,981.78",31.32,"2,062.86",180,17623693
"2,313.20",2.26,"2,189.90",,24.33,"1,450.47","3,283.21",19.98,"2,257.34",208,18020753
"2,316.80",2.37,"2,260.91",0.21,29.08,"1,432.85","3,389.67",6.56,"2,315.21",205,18445028
"2,320.40",2.41,"2,335.94",,31.25,"1,455.17","3,502.16",11.59,"2,133.73",206,18905478
"2,324.00",2.28,"2,149.43",,34.9,"1,411.81","3,222.54",3,"2,148.26",220,19405504
"2,327.30",2.05,"1,724.13",,35.23,"1,262.11","2,584.90",25,"2,086.78",194,19938320
"2,330.60",2.41,"2,331.56",,31.55,"1,450.45","3,495.59",38.59,"2,212.71",203,20489975
"2,333.90",2.12,"1,938.42",,39.85,"1,368.42","2,906.18",61.62,"2,240.17",206,21040904
"2,337.20",2.39,"2,387.08",,40.09,"1,496.79","3,578.83",40,"2,327.06",219,21576071
"2,340.50",2.46,"2,475.00",,44.01,"1,511.23","3,710.65",68,"2,422.79",220,22090352
"2,343.80",2.42,"2,428.45",,45.87,"1,506.34","3,640.86",29.5,"2,496.16",234,22584775
"2,347.10",2.44,"2,467.75",,51.77,"1,514.21","3,699.77",11.1,"2,500.91",228,23057883
"2,350.40",2.47,"2,557.47",24.02,40.16,"1,550.99","3,834.29",36.16,"2,617.32",230,23509964
"2,354.00",2.7,"2,812.38",,31.02,"1,560.04","4,216.46",195,"2,654.63",239,23941110
"2,357.00",2.75,"2,777.85",0.8,30.77,"1,516.98","4,164.69",44.06,"2,747.24",242,24347106
"2,335.00",2.68,"2,756.44",0.8,16.68,"1,544.66","4,132.60",18.36,"2,752.34",242,24725627
"2,315.00",2.68,"2,756.38",5.74,5.06,"1,544.66","4,132.50",54.76,"2,783.52",252,25080872
"2,300.00",2.86,"2,971.97",,8.03,"1,559.44","4,455.72",32.1,"2,922.20",286,25419344
"2,280.00",2.78,"2,861.32",,3.57,"1,541.73","4,289.83",50.14,"2,876.25",318,25744500
"2,260.00",2.72,"2,807.59",,5.64,"1,549.45","4,209.28",157.04,"2,948.85",347,26066693
"2,240.00",2.56,"2,455.12",,1.61,"1,439.52","3,680.84",226.26,"2,953.94",391,26382581
"2,220.00",2.78,"2,867.61",,1.36,"1,549.26","4,299.26",92.4,"2,907.87",470,26666576
"2,200.00",2.91,"3,017.30",2.02,19.17,"1,555.94","4,523.69",102.94,"3,093.28",478,26883535
"2,180.00",2.72,"2,683.89",0.36,25.08,"1,481.29","4,023.82",98.16,"3,081.69",592,27013212
"2,162.70",2.98,"2,975.00",0.3,34.66,"1,496.48","4,460.28",161.1,"3,145.95",703,27041437
"2,118.00",3.31,"3,383.19",0.27,44.07,"1,531.49","5,072.25",367.31,"3,345.93",698,26989862
"2,114.00",3.17,"3,004.50",0.17,57.73,"1,420.57","4,504.50",325.46,"3,317.72",716,26917906
,3.39,,,,"1,486.95","5,047.05",,,743,26906926
"30,320.00",2.33,"2,262.86",182.19,12.6,"1,456.48","3,392.60",0.02,"2,095.96",177,59734481
"30,340.00",2.36,"2,331.31",197.98,14.38,"1,479.55","3,495.21",60.1,"2,212.44",152,61381987
"31,210.00",2.44,"2,455.88",788.88,12.9,"1,511.92","3,681.98",0.01,"1,686.54",100,63099406
"30,530.00",2.16,"2,314.59",597.24,13.94,"1,604.19","3,470.15",,"1,734.91",135,64905998
"30,800.00",2.3,"2,618.76",477.65,17.98,"1,709.72","3,926.18",0.02,"2,160.88",170,66816877
"30,460.00",2.35,"2,738.82",794.55,20.73,"1,749.38","4,106.18",0.01,"1,985.82",194,68834326
"30,640.00",2.33,"2,951.08",960.16,23.41,"1,899.10","4,424.41",,"2,137.59",213,70958169
"31,150.00",2.42,"3,273.64",776.6,28.24,"2,025.60","4,908.00",0.02,"2,092.34",243,73197258
"31,050.00",2.37,"3,217.41","1,015.01",31.77,"2,034.50","4,823.70",0,"2,070.56",261,75561131
"32,110.00",2.42,"3,124.76","1,086.64",33.63,"1,933.10","4,684.80",0,"2,170.96",385,78054343
"31,160.00",2.6,"3,431.42","1,243.66",34.66,"1,976.00","5,144.55",,"2,171.76",442,80680459
"33,140.00",2.61,"3,446.42",951.03,37.55,"1,978.10","5,167.05",0,"2,392.26",470,83431605
"31,040.00",2.51,"3,341.17",904.8,38.8,"1,998.50","5,009.25",0.02,"2,298.89",426,86285935
"32,110.00",2.49,"3,316.86","1,265.00",39.02,"1,998.50","4,972.80",0,"2,239.86",450,89213706
"31,710.00",2.35,"2,920.39",718.69,47.65,"1,863.20","4,378.40",0.01,"2,157.34",438,92191510
"30,140.00",2.53,"3,488.41","1,316.02",59.23,"2,065.60","5,230.00",,"1,832.09",437,95215378
"31,250.00",2.48,"3,242.55","1,270.40",55.05,"1,963.00","4,861.40",,"2,247.45",445,98285755
"29,920.00",2.35,"3,201.80","1,210.20",58.13,"2,041.70","4,800.30",1.26,"2,468.10",500,101389603
"30,410.00",2.29,"3,221.71",854.32,62.15,"2,106.90","4,830.15",,"2,188.31",509,104512881
"29,750.00",2.32,"3,262.43",743.89,63.63,"2,112.70","4,891.20",0.02,"1,954.87",496,107647921
"29,810.00",2.32,"3,244.72","1,204.58",63.2,"2,096.90","4,864.65",0,"2,113.16",551,110778648
"29,920.00",2.37,"3,117.66","1,511.84",71.79,"1,973.40","4,674.15",0.04,"1,796.01",566,113911126
"30,230.00",2.74,"3,996.70","1,032.13",71.01,"2,187.10","5,992.05",0.32,"2,191.11",584,117086685
"30,250.00",2.43,"3,448.22",984.32,72.18,"2,124.60","5,169.75",12.39,"2,601.59",574,120362762
"30,460.00",2.75,"3,968.48","1,852.27",82.57,"2,161.80","5,949.75",0.07,"2,251.23",654,123776839
"30,550.00",2.87,"4,306.95","1,600.52",78.98,"2,251.10","6,457.20",1.39,"2,247.49",666,127349290
"31,040.00",2.8,"4,335.17","1,767.21",85.67,"2,317.30","6,499.50",0.2,"2,406.57",642,131057431
"31,120.00",2.89,"4,676.60","1,971.60",82.84,"2,423.60","7,011.40",0.85,"2,116.98",624,134843233
"31,110.00",3.07,"5,158.19","1,791.19",91.06,"2,515.40","7,733.42",1.47,"2,667.01",618,138624621
"31,040.00",3.03,"4,805.00","2,016.27",95.44,"2,376.60","7,203.90",0.72,"2,507.74",583,142343578
"31,300.00",2.75,"3,883.94","2,423.86",94.07,"2,114.20","5,823.00",13.54,"2,653.85",555,145978402
"31,220.00",3.02,"4,480.74","1,684.33",97.47,"2,225.00","6,717.75",13.82,"2,497.80",544,149549700
"31,190.00",2.96,"4,850.02","1,819.98",100.97,"2,460.60","7,271.40",4.71,"3,045.81",611,153093373
"30,310.00",2.99,"5,027.31","1,822.74",110.78,"2,519.60","7,537.20",0.44,"2,975.43",706,156664697
"30,170.00",3.17,"5,549.97","2,891.39",123.48,"2,621.40","8,320.80",,"2,439.67",777,160304008
"30,320.00",3.16,"5,441.12","3,688.74",125.73,"2,581.20","8,157.60",1.88,"2,121.13",883,164022627
"30,180.00",3.32,"5,566.18","3,129.28",118.42,"2,515.40","8,345.10",3.32,"2,663.75",963,167808105
"29,460.00",3.52,"6,955.48","2,809.32",119.15,"2,962.60","10,428.00",3.54,"2,904.75",1038,171648986
"29,420.00",3.58,"6,893.03","2,750.66",168.93,"2,883.10","10,334.38",4.17,"3,360.33",998,175525609
"29,390.00",3.06,"4,825.87","4,178.84",151.82,"2,365.30","7,235.19",1.92,"2,873.65",1032,179424641
"30,100.00",2.4,"6,132.40","3,412.50",138.74,"2,571.20","6,160.40",21.05,"2,814.57",1218,183340592
"30,240.00",2.4,"5,511.42","3,422.72",116.92,"2,308.80","5,535.90",11.42,"2,868.98",1254,187281475
"30,470.00",2.44,"6,767.38","3,822.01",135.25,"2,789.20","6,798.10",61.17,"2,939.57",1267,191262919
,2.42,,,,"2,891.00","7,005.00",,,1312,195306825
816,2.01,930.98,,137.62,693.77,"1,395.78",339.2,"1,312.74",186,12747821
822,2.05,875.4,,121.53,638.97,"1,312.45",266.4,"1,307.38",196,13002231
828,1.95,875.38,,134.18,671.69,"1,312.42",343.5,"1,324.14",217,13252036
834,2.01,"1,068.74",,122.18,797.02,"1,602.31",297.41,"1,444.82",265,13501935
850,1.93,769.82,,85.18,597.23,"1,154.16",465.35,"1,368.51",276,13755146
900,1.97,835.5,,105.89,635.47,"1,252.62",377.9,"1,569.10",256,14012899
950,2.14,"1,118.76",,117.47,782.28,"1,677.29",538.75,"1,438.28",288,14273495
"1,000.00",2.25,"1,260.96",8.7,135.89,839.42,"1,890.49",186.84,"1,379.78",188,14533690
900,2.43,"1,278.79",0.02,162.12,789.56,"1,917.22",211.64,"1,388.27",228,14788862
900,2.59,"1,422.84",0.02,183.62,823.73,"2,133.20",168.32,"1,484.94",323,15035834
900,2.65,"1,486.97",0.03,163.78,842.47,"2,229.35",154.58,"1,638.57",332,15272831
857,2.89,"1,437.80",0.01,181.6,746,"2,155.63",111.65,"1,650.31",354,15501207
869,3.2,"1,656.51",,193,776.66,"2,483.53",176.81,"1,706.35",377,15724651
872,2.73,"1,613.94",0.5,218.92,885.81,"2,419.70",20.34,"1,633.40",437,15948487
876,3.08,"1,775.03",0,222.24,864.68,"2,661.21",160.62,"1,878.70",429,16176280
887,3.09,"1,726.31",0.09,217.77,836.4,"2,588.18",189.85,"1,815.74",455,16408859
895,3.13,"1,419.26",0.09,227.61,679.42,"2,127.83",71.8,"1,766.73",469,16643952
898,3.04,"1,651.90",0.13,230.62,815.56,"2,476.61",176.01,"1,825.62",485,16878189
901,2.99,"1,376.31",0.24,233.91,689.75,"2,063.44",299.89,"1,671.12",482,17106753
900,3.06,"1,692.85",0.24,190.16,828.25,"2,538.00",130.27,"1,820.37",546,17325773
903,3.02,"1,593.46",0.44,196.22,790.66,"2,389.00",132.95,"1,723.16",591,17535729
905,3.05,"1,560.58",0.45,202.94,766.02,"2,339.70",236.91,"1,768.53",630,17736821
880,3.14,"1,714.19",0.48,239.2,819.77,"2,570.00",181.41,"1,659.20",666,17924823
883,2.99,"1,790.02",31.16,246.32,896.55,"2,683.69",31.63,"1,864.25",761,18094477
886,3.16,"1,874.20",43.8,232.55,889.59,"2,809.89",9.11,"1,786.84",802,18242912
887,3.12,"1,375.03",1.16,238.07,660.08,"2,061.52",289.28,"1,787.44",874,18367288
888,3.25,"1,493.66",1.39,235.03,690.08,"2,239.37",305.44,"1,821.56",968,18470900
889,3.51,"1,795.79",2.7,262,767,"2,692.34",166.68,"1,876.88",992,18564599
905,3.28,"1,905.69",1.36,286.28,870.8,"2,857.10",206.03,"1,990.28",993,18663284
915,3.44,"1,907.55",1.98,269.9,832,"2,859.90",14.85,"1,913.12",1031,18777601
916,3.52,"1,797.62",1.74,266.45,765.04,"2,695.08",51.92,"1,944.97",984,18911730
936,3.49,"1,907.27",2.07,304.56,819.59,"2,859.48",94.93,"1,944.66",1028,19062482
950,3.37,"2,048.49",2.05,259.18,911.44,"3,071.20",34.52,"1,972.58",1125,19224037
900,3.65,"1,752.88",2.33,287.01,719.69,"2,628.00",240.4,"2,092.15",1221,19387153
"1,100.00",3.55,"2,165.08",3.97,255.29,915.26,"3,246.00",51.73,"2,212.27",1431,19544988
"1,050.00",3.67,"2,229.11",2.61,291.31,910.49,"3,342.00",17.09,"2,243.24",1645,19695972
"1,000.00",3.83,"2,088.38",5.51,288.52,816.71,"3,131.00",129.72,"2,289.70",1870,19842044
"1,200.00",3.68,"2,584.62",3.79,311.71,"1,052.99","3,875.00",99.2,"2,370.71",2336,19983984
"1,100.00",3.87,"2,435.66",4.45,281.37,942.41,"3,651.67",73.13,"2,452.69",2397,20123508
"1,200.00",4.06,"2,868.51",10.5,230.75,"1,060.36","4,300.62",150.38,"2,565.68",2808,20261737
"1,300.00",3.57,"2,597.89",5.87,257.32,"1,091.05","3,894.89",37.49,"2,533.07",3213,20398670
"1,250.00",3.61,"2,565.25",30.13,198.37,"1,066.62","3,845.94",45.91,"2,531.30",3350,20425000
"1,300.00",3.89,"3,082.03",10.24,160.04,"1,188.00","4,621.00",24.06,"2,613.23",3608,20585000
,3.84,,,,881,"3,381.00",,,3818,20778000
,,,,,,,,, ,2258965
,,,,,,,,, ,2324015
,,,,,,,,, ,2390216
,,,,,,,,, ,2457384
,,,,,,,,, ,2525364
,,,,,,,,, ,2594313
,,,,,,,,, ,2664258
,,,,,,,,, ,2734895
,,,,,,,,, ,2805819
,,,,,,,,, ,2876808
,,,,,,,,, ,2947779
,,,,,,,,, ,3019066
,,,,,,,,, ,3091513
,,,,,,,,, ,3166221
,,,,,,,,, ,3244018
,,,,,,,,, ,3324458
,,,,,,,,,684,3407321
,,,,,,,,,862,3493895
,,,,,,,,,839,3585868
,,,,,,,,,866,3683967
,,,,,,,,,847,3789185
"1,487.00",2.28,42.57,,117.69,28,63.82,0.1,42.67,239,3899843
"1,586.00",2.27,58.56,,100.88,38.6,87.8,0.02,58.58,1336,4010789
"1,690.00",2.49,61.36,,73.96,37,92,0.04,61.4,1103,4115102
"1,740.00",2.71,52.43,,75.29,29,78.6,0.15,52.58,1394,4207841
"1,740.00",1.27,27.21,,81.61,32,40.8,2.06,29.26,554,4287346
"1,740.00",0.84,17.94,,102.3,32,26.9,0.3,18.24,615,4355116
"1,740.00",0.68,9.14,,43.68,20,13.7,0.03,9.17,647,4413479
"1,830.00",1.11,22.21,,49.84,30,33.3,1.6,23.8,862,4466135
"1,940.00",0.39,18.21,,54.43,70,27.3,1.2,19.4,1109,4516133
"2,040.00",1.11,26.01,,48.04,35,39,1,27.01,1514,4564083
"2,040.00",1.9,53.36,,,42,80,0.64,54,1880,4610005
"2,040.00",2.61,73.04,,,42,109.5,0.3,73.33,2444,4655743
"2,040.00",2.2,73.37,,,50,110,0.05,73.42,3005,4703401
"2,040.00",2.18,80.04,,,55,120,0.05,80.09,3612,4754646
"2,040.00",2.41,90.04,,,56,135,0.15,90.2,4448,4810109
"2,040.00",2.26,73.97,,,49,110.9,0.14,74.11,5331,4870141
"1,990.00",2.2,73.37,,,50,110,0.23,73.6,4359,4935767
"1,990.00",1.96,73.37,,,56,110,0.2,73.57,4036,5007954
"1,940.00",2.41,96.45,,,60,144.6,0.2,96.65,4439,5087213
"1,940.00",2.62,96.05,,,55,144,0.2,96.25,5650,5174085
"1,940.00",2.63,,,,57,150,0.2,,6675,5267900
"1,940.00",2.17,,,,60,130,0.2,,7304,5366375
,2.17,,,,60,130,,,7962,5466328
,,,,,,,,, ,12446443
,,,,,,,,, ,12796980
,,,,,,,,, ,13140797
,,,,,,,,, ,13491117
,,,,,,,,, ,13857478
,,,,,,,,, ,14242769
,,,,,,,,, ,14643875
,,,,,,,,, ,15057224
,,,,,,,,, ,15476922
,,,,,,,,, ,15898757
,,,,,,,,, ,16321696
,,,,,,,,, ,16747426
,,,,,,,,, ,17177664
,,,,,,,,, ,17615040
,,,,,,,,, ,18061284
,,,,,,,,, ,18515578
,,,,,,,,, ,18976417
,,,,,,,,, ,19443887
,,,,,,,,, ,19918119
,,,,,,,,,651,20510000
,,,,,,,,,653,20952000
"4,474.00",2.96,359.45,,163.16,182.02,538.9,51.3,328.05,204,21449000
"4,470.00",3.01,363.25,,142.28,180.7,544.6,48.3,318.45,309,21942000
"4,468.00",2.98,332.37,7.45,105.86,167,498.3,8.79,307.38,359,22377000
"4,475.00",1.97,218.51,16.95,105.92,165.9,327.6,0.49,344.4,549,22785000
"4,475.00",2.43,300.15,,99.44,185,450,32.02,250.3,738,23225000
"4,475.00",1.99,259.33,15,195.55,195.3,388.8,0.5,300.27,755,23667000
"4,475.00",2.33,230.98,,184.22,148.4,346.3,40,325.08,756,24051000
"4,475.00",2.56,280.67,,173.14,164.2,420.8,30.02,301.57,849,24311650
"4,475.00",1.17,103.25,,163.4,131.8,154.8,142.21,249.54,686,24650400
"4,485.00",1.72,45.22,,160.6,39.5,67.8,100,169.44,574,24964450
"4,484.00",2.72,116.79,,0,64.4,175.1,185.05,230.26,471,25271850
"4,500.00",2.76,222.58,,0,121,333.7,20,212.16,488,25567650
"4,500.00",2.74,120.88,,0,66.11,181.23,6.77,180.83,572,25864350
"4,400.00",3.27,114.52,,0,52.48,171.7,0.39,164.57,674,26167000
"4,400.00",3.63,146.96,,162.5,60.66,220.33,8.53,158.32,793,26488250
"4,350.00",3.59,131.87,,166.69,55,197.7,1.16,153.18,1025,26868000
"4,320.00",3.15,73.64,,173.02,35,110.4,8.25,84.1,1295,27302800
"4,300.00",5.55,129.66,,193.33,35,194.4,15.65,118.23,1489,27767400
"4,350.00",5.76,138.34,,203.57,36,207.4,3.48,125.23,1696,28562400
"4,300.00",5.22,79.84,,199.1,22.94,119.76,1.45,121.84,1887,29339400
"4,400.00",4.29,,,204.28,75.88,325.72,0.24,,2097,29774500
"4,400.00",7.65,,,203.88,44.47,340.22,0.24,,2301,30243200
,7.62,,,,46,350.5,,,2514,30757700
"26,000.00",3.73,192.1,91.94,2.97,77.2,288,,97.75,1372,24259561
"26,000.00",3.54,196.1,23.42,3.32,83.1,294,,172.06,1409,24653175
"26,000.00",3.4,173.42,35.1,3.2,76.55,260,,137.4,2097,25056478
"26,000.00",3.82,210.77,38.49,2.89,82.7,316,,171.28,2845,25462302
"26,000.00",3.79,234.12,65.76,2.32,92.5,351,,166.64,2027,25865776
"26,000.00",3.54,206.1,87.43,3.01,87.27,309,0.2,116.59,1948,26264681
"26,000.00",3.53,213.44,166.56,2.86,90.6,320,4.37,46.32,2130,26661398
"26,000.00",3.26,206.77,99.42,4.12,95,310,1.44,106.18,2146,27061047
"26,000.00",3.05,208.1,88.52,5,102.4,312,8.36,124.62,2521,27471036
"26,000.00",3.24,177.42,92.92,4.45,82.2,266,2.87,84.59,8106,27896528
